driverStandingsId,raceId,driverId,points,position,positionText,wins
21730,457,178,0.00,26,26,0
21732,457,177,16.00,4,4,1
21736,458,182,10.00,6,6,0
21740,458,117,28.00,1,1,2
21745,458,95,1.00,15,15,0
21761,458,178,0.00,28,28,0
21763,458,177,22.00,4,4,1
21767,459,182,10.00,8,8,0
21771,459,117,30.00,1,1,2
21776,459,95,1.00,15,15,0
21792,459,178,0.00,28,28,0
21794,459,177,25.00,4,4,1
21799,460,182,11.00,8,8,0
21803,460,117,39.00,1,1,3
21808,460,95,4.00,11,11,0
21824,460,178,0.00,28,28,0
21826,460,177,25.00,4,4,1
21833,461,182,11.00,8,8,0
21837,461,117,42.00,1,1,3
21842,461,95,4.00,13,13,0
21858,461,178,0.00,28,28,0
21860,461,177,25.00,5,5,1
21867,462,182,12.00,8,8,0
21871,462,117,51.00,1,1,4
21876,462,95,6.00,12,12,0
21892,462,178,0.00,31,31,0
21894,462,177,25.00,5,5,1
21901,463,182,12.00,8,8,0
21905,463,117,51.00,1,1,4
21910,463,95,6.00,12,12,0
21926,463,178,0.00,31,31,0
21928,463,177,25.00,5,5,1
21935,464,182,12.00,8,8,0
21939,464,117,51.00,1,1,4
21944,464,95,6.00,12,12,0
21960,464,178,0.00,31,31,0
21962,464,177,25.00,5,5,1
22004,465,182,12.00,8,8,0
22008,465,117,57.00,1,1,4
22013,465,95,10.00,11,11,0
22029,465,178,0.00,32,32,0
22031,465,177,25.00,5,5,1
22039,466,182,12.00,10,10,0
22043,466,117,57.00,2,2,4
22048,466,95,10.00,13,13,0
22064,466,178,0.00,33,33,0
22066,466,177,27.00,5,5,1
22073,467,117,9.00,1,1,1
22076,467,182,3.00,4,4,0
22077,467,177,2.00,5,5,0
22097,467,95,0.00,25,25,0
22104,468,117,18.00,1,1,2
22107,468,182,3.00,7,7,0
22108,468,177,2.00,9,9,0
22128,468,95,4.00,5,5,0
22135,469,117,18.00,1,1,2
22138,469,182,12.00,2,2,1
22139,469,177,8.00,3,3,0
22159,469,95,4.00,7,7,0
22166,469,207,0.00,30,30,0
22167,470,117,18.00,1,1,2
22170,470,182,12.00,2,2,1
22171,470,177,8.00,5,5,0
22191,470,95,4.00,9,9,0
22198,470,207,0.00,32,32,0
22199,471,117,18.00,1,1,2
22202,471,182,12.00,4,4,1
22203,471,177,14.00,3,3,0
22223,471,95,4.00,10,10,0
22230,471,207,0.00,33,33,0
22234,472,117,18.00,1,1,2
22237,472,182,12.00,6,6,1
22238,472,177,14.00,4,4,0
22258,472,95,7.00,8,8,0
22265,472,207,0.00,33,33,0
22269,473,117,18.00,3,3,2
22272,473,182,12.00,6,6,1
22273,473,177,17.00,4,4,0
22293,473,95,7.00,9,9,0
22300,473,207,0.00,33,33,0
22304,474,117,18.00,4,4,2
22307,474,182,12.00,6,6,1
22308,474,177,17.00,5,5,0
22328,474,95,7.00,11,11,0
22335,474,207,0.00,33,33,0
22340,475,117,18.00,5,5,2
22343,475,182,15.00,7,7,1
22344,475,177,21.00,3,3,0
22364,475,95,7.00,11,11,0
22371,475,207,0.00,35,35,0
22378,476,117,19.00,5,5,2
22381,476,182,24.00,3,3,2
22382,476,177,21.00,4,4,0
22402,476,95,7.00,11,11,0
22409,476,207,0.00,35,35,0
22416,477,117,25.00,3,3,2
22419,477,182,24.00,4,4,2
22420,477,177,23.00,5,5,0
22440,477,95,7.00,12,12,0
22447,477,207,0.00,36,36,0
22454,478,117,25.00,4,4,2
22457,478,182,24.00,5,5,2
22458,478,177,27.00,3,3,0
22478,478,95,7.00,13,13,0
22485,478,207,0.00,36,36,0
22494,479,117,25.00,5,5,2
22497,479,182,26.00,4,4,2
22498,479,177,33.00,2,2,0
22518,479,95,7.00,13,13,0
22525,479,207,0.00,37,37,0
22534,480,117,31.00,3,3,2
22537,480,182,30.00,5,5,2
22538,480,177,42.00,1,1,1
22558,480,95,7.00,13,13,0
22565,480,207,0.00,37,37,0
22574,481,117,31.00,4,4,2
22577,481,182,30.00,5,5,2
22578,481,177,42.00,1,1,1
22598,481,95,7.00,13,13,0
22605,481,207,4.00,19,19,0
22695,482,117,34.00,4,4,2
22698,482,182,30.00,5,5,2
22699,482,177,44.00,1,1,1
22719,482,95,7.00,14,14,0
22726,482,207,4.00,19,19,0
22735,483,178,9.00,1,1,1
22738,483,207,3.00,4,4,0
22749,483,177,0.00,15,15,0
22753,483,95,0.00,19,19,0
22757,483,117,0.00,23,23,0
22764,484,178,15.00,1,1,1
22767,484,207,3.00,6,6,0
22778,484,177,0.00,15,15,0
22782,484,95,0.00,16,16,0
22786,484,117,0.00,23,23,0
22795,485,178,18.00,2,2,1
22798,485,207,3.00,6,6,0
22809,485,177,0.00,16,16,0
22813,485,95,0.00,19,19,0
22817,485,117,4.00,5,5,0
22827,486,178,18.00,3,3,1
22830,486,207,3.00,6,6,0
22841,486,177,0.00,20,20,0
22845,486,95,0.00,23,23,0
22849,486,117,4.00,5,5,0
22863,487,178,18.00,3,3,1
22866,487,207,3.00,10,10,0
22877,487,177,0.00,22,22,0
22881,487,95,4.00,7,7,0
22885,487,117,4.00,8,8,0
22900,488,178,24.00,2,2,1
22903,488,207,3.00,13,13,0
22914,488,177,0.00,22,22,0
22918,488,95,4.00,10,10,0
22922,488,117,4.00,11,11,0
22937,489,178,24.00,2,2,1
22940,489,207,3.00,14,14,0
22951,489,177,0.00,22,22,0
22955,489,95,5.00,8,8,0
22959,489,117,4.00,12,12,0
22975,490,178,24.00,3,3,1
22978,490,207,3.00,15,15,0
22989,490,177,0.00,22,22,0
22993,490,95,5.00,11,11,0
22997,490,117,13.00,6,6,1
23013,491,178,24.00,3,3,1
23016,491,207,3.00,16,16,0
23027,491,177,0.00,24,24,0
23031,491,95,5.00,12,12,0
23035,491,117,13.00,7,7,1
23089,492,178,24.00,4,4,1
23092,492,207,3.00,16,16,0
23103,492,177,0.00,24,24,0
23107,492,95,5.00,13,13,0
23111,492,117,19.00,7,7,1
23127,493,178,27.00,4,4,1
23130,493,207,3.00,16,16,0
23141,493,177,0.00,24,24,0
23145,493,95,5.00,14,14,0
23149,493,117,19.00,7,7,1
23165,494,178,31.00,4,4,1
23168,494,207,3.00,16,16,0
23179,494,177,0.00,27,27,0
23183,494,95,5.00,14,14,0
23187,494,117,28.00,5,5,2
23203,495,178,37.00,4,4,1
23206,495,207,3.00,16,16,0
23217,495,177,0.00,27,27,0
23221,495,95,5.00,14,14,0
23225,495,117,37.00,3,3,3
23241,496,178,37.00,5,5,1
23244,496,207,3.00,16,16,0
23255,496,177,0.00,27,27,0
23259,496,95,5.00,14,14,0
23263,496,117,37.00,4,4,3
23280,497,178,46.00,3,3,2
23283,497,207,3.00,17,17,0
23294,497,177,0.00,26,26,0
23298,497,95,8.00,14,14,0
23302,497,117,43.00,5,5,3
29863,17,18,95.00,1,1,6
29867,17,4,26.00,9,9,0
29868,17,3,34.50,7,7,0
29875,17,20,84.00,2,2,4
29877,17,8,48.00,6,6,1
29879,17,12,0.00,21,21,0
29882,17,1,49.00,5,5,2
43201,833,642,9.00,1,1,1
43212,833,579,0.00,13,13,0
43224,834,642,9.00,1,1,1
43235,834,579,9.00,2,2,1
43245,834,647,6.00,4,4,0
43257,835,642,9.00,1,1,1
43268,835,579,9.00,2,2,1
43278,835,647,6.00,5,5,0
43324,836,642,18.00,1,1,2
43335,836,579,9.00,3,3,1
43345,836,647,6.00,5,5,0
43394,837,642,22.00,1,1,2
43405,837,579,17.00,3,3,2
43415,837,647,8.00,6,6,0
43466,838,642,22.00,3,3,2
43477,838,579,26.00,1,1,3
43487,838,647,8.00,6,6,0
43539,839,642,30.00,1,1,3
43550,839,579,27.00,2,2,3
43560,839,647,11.00,5,5,0
43620,825,579,9.00,1,1,1
43622,825,642,4.00,3,3,0
43625,825,647,0.00,6,6,0
43641,826,579,9.00,1,1,1
43643,826,642,4.00,5,5,0
43646,826,647,0.00,12,12,0
43696,827,579,10.00,2,2,1
43698,827,642,12.00,1,1,1
43701,827,647,6.00,4,4,0
43753,828,579,15.00,1,1,2
43755,828,642,14.00,2,2,1
43758,828,647,9.00,4,4,0
43818,829,579,21.00,1,1,2
43820,829,642,15.00,2,2,1
43823,829,647,9.00,6,6,0
43892,830,579,27.00,1,1,2
43894,830,642,15.00,4,4,1
43897,830,647,17.00,2,2,1
43969,831,579,27.00,1,1,2
43971,831,642,17.00,4,4,1
43974,831,647,25.00,2,2,2
44049,832,579,31.00,1,1,3
44051,832,642,19.00,4,4,1
44054,832,647,25.00,2,2,2
44147,817,642,0.00,10,10,0
44168,818,642,0.00,31,31,0
44205,818,647,0.00,52,52,0
44222,819,642,6.00,4,4,0
44259,819,647,9.00,2,2,1
44262,819,578,3.00,12,12,0
44285,820,642,12.00,3,3,0
44322,820,647,18.00,1,1,2
44325,820,578,3.00,10,10,0
44354,821,642,12.00,3,3,0
44391,821,647,27.00,1,1,3
44394,821,578,7.00,6,6,0
44436,822,642,18.00,3,3,0
44473,822,647,36.00,1,1,4
44476,822,578,7.00,7,7,0
44532,823,642,24.00,2,2,0
44569,823,647,36.00,1,1,5
44572,823,578,10.00,5,5,0
44632,824,642,24.00,2,2,0
44669,824,647,36.00,1,1,6
44672,824,578,10.00,5,5,0
44723,808,647,9.00,1,1,1
44726,808,578,3.00,4,4,0
44733,808,579,0.00,12,12,0
44735,808,642,0.00,14,14,0
44740,809,647,9.00,1,1,1
44743,809,578,3.00,6,6,0
44750,809,579,0.00,38,38,0
44752,809,642,0.00,40,40,0
44794,810,647,17.00,1,1,2
44797,810,578,6.00,7,7,0
44804,810,579,0.00,44,44,0
44806,810,642,6.00,4,4,0
44858,811,647,25.00,1,1,3
44861,811,578,6.00,7,7,0
44868,811,579,0.00,48,48,0
44870,811,642,6.00,5,5,0
44928,812,647,28.00,1,1,3
44931,812,578,14.00,2,2,1
44938,812,579,7.00,7,7,0
44940,812,642,8.00,6,6,0
45003,813,647,33.50,1,1,4
45006,813,578,16.00,2,2,1
45013,813,579,13.00,5,5,0
45015,813,642,12.00,6,6,0
45085,814,647,33.50,1,1,4
45088,814,578,18.00,4,4,1
45095,814,579,19.00,3,3,0
45097,814,642,20.00,2,2,1
45183,815,647,34.50,1,1,5
45186,815,578,19.00,4,4,1
45193,815,579,20.50,3,3,0
45195,815,642,24.00,2,2,1
45286,816,647,34.50,1,1,5
45289,816,578,19.00,4,4,1
45296,816,579,28.00,2,2,1
45298,816,642,26.00,3,3,1
46077,792,579,9.00,1,1,1
46079,792,642,3.33,3,3,0
46091,792,647,0.00,20,20,0
46099,793,579,10.00,2,2,1
46101,793,642,6.33,3,3,0
46113,793,647,0.00,24,24,0
46126,793,578,0.00,29,29,0
46132,794,579,10.00,2,2,1
46134,794,642,6.33,4,4,0
46146,794,647,0.00,41,41,0
46159,794,578,0.00,49,49,0
46200,795,579,19.00,1,1,2
46202,795,642,10.33,3,3,0
46214,795,647,0.00,42,42,0
46227,795,578,0.00,43,43,0
46269,796,579,27.00,1,1,3
46271,796,642,10.33,4,4,0
46283,796,647,0.00,45,45,0
46296,796,578,0.00,29,29,0
46341,797,579,33.00,1,1,3
46343,797,642,10.33,4,4,0
46355,797,647,0.00,48,48,0
46368,797,578,0.00,26,26,0
46412,797,356,0.00,49,49,0
46422,798,579,40.00,1,1,4
46424,798,642,10.33,5,5,0
46436,798,647,0.00,49,49,0
46449,798,578,0.00,27,27,0
46493,798,356,0.00,50,50,0
46508,784,578,4.00,4,4,0
46518,784,579,5.00,2,2,1
46523,785,578,4.00,5,5,0
46533,785,579,10.50,1,1,1
46550,786,578,4.00,7,7,0
46560,786,579,10.50,1,1,1
46611,787,578,4.00,9,9,0
46621,787,579,10.50,3,3,1
46676,788,578,4.00,10,10,0
46686,788,579,14.50,2,2,1
46744,789,578,4.00,10,10,0
46754,789,579,22.50,1,1,2
46815,789,356,0.00,71,71,0
46822,790,578,4.00,10,10,0
46832,790,579,30.00,1,1,3
46893,790,356,0.00,73,73,0
46902,791,578,4.00,12,12,0
46912,791,579,30.00,1,1,3
46973,791,356,0.00,79,79,0
46985,776,579,8.00,1,1,1
46996,776,578,0.00,15,15,0
47001,777,579,17.00,1,1,2
47012,777,578,0.00,19,19,0
47019,777,356,0.00,14,14,0
47030,778,579,17.00,1,1,2
47041,778,578,0.00,36,36,0
47048,778,356,0.00,20,20,0
47092,779,579,25.00,1,1,3
47103,779,578,3.00,12,12,0
47110,779,356,0.00,20,20,0
47156,780,579,25.00,1,1,3
47167,780,578,7.00,6,6,0
47174,780,356,0.00,21,21,0
47222,781,579,34.00,1,1,4
47233,781,578,13.00,3,3,0
47240,781,356,0.00,21,21,0
47297,782,579,40.00,1,1,4
47308,782,578,13.00,4,4,0
47315,782,356,0.00,21,21,0
47372,783,579,40.00,1,1,4
47383,783,578,13.00,4,4,0
47390,783,356,0.00,23,23,0
48072,738,403,4.00,3,3,0
48079,738,373,0.00,10,10,0
48080,738,341,0.00,11,11,0
48084,738,356,0.00,15,15,0
48085,738,289,0.00,16,16,0
48093,739,403,10.00,3,3,0
48100,739,373,4.00,5,5,0
48101,739,341,0.00,9,9,0
48105,739,356,1.00,8,8,0
48106,739,289,0.00,11,11,0
48117,740,403,19.00,1,1,1
48124,740,373,4.00,5,5,0
48125,740,341,2.00,8,8,0
48129,740,356,1.00,10,10,0
48130,740,289,0.00,13,13,0
48146,741,403,19.00,1,1,1
48153,741,373,8.00,7,7,0
48154,741,341,2.00,11,11,0
48158,741,356,1.00,13,13,0
48159,741,289,1.00,12,12,0
48181,742,403,25.00,2,2,1
48188,742,373,8.00,7,7,0
48189,742,341,2.00,13,13,0
48193,742,356,4.00,8,8,0
48194,742,289,1.00,14,14,0
48221,743,403,29.00,2,2,1
48228,743,373,11.00,5,5,0
48229,743,341,4.00,9,9,0
48233,743,356,4.00,8,8,0
48234,743,289,1.00,15,15,0
48266,744,403,34.00,1,1,2
48273,744,373,11.00,6,6,0
48274,744,341,4.00,10,10,0
48278,744,356,4.00,9,9,0
48279,744,289,1.00,17,17,0
48321,745,403,34.00,1,1,2
48328,745,373,11.00,7,7,0
48329,745,341,4.00,12,12,0
48333,745,356,4.00,11,11,0
48334,745,289,3.00,16,16,0
48381,729,289,9.00,1,1,1
48383,729,403,4.00,3,3,0
48389,729,373,0.00,9,9,0
48398,729,341,0.00,18,18,0
48399,729,356,0.00,19,19,0
48403,730,289,10.00,1,1,1
48405,730,403,10.00,2,2,0
48411,730,373,0.00,14,14,0
48420,730,341,3.00,6,6,0
48421,730,356,0.00,13,13,0
48431,731,289,16.00,1,1,1
48433,731,403,14.00,2,2,0
48439,731,373,9.00,3,3,1
48448,731,341,5.00,6,6,0
48449,731,356,1.00,13,13,0
48463,732,289,16.00,1,1,1
48465,732,403,14.00,2,2,0
48471,732,373,9.00,4,4,1
48480,732,341,7.00,7,7,0
48481,732,356,1.00,15,15,0
48499,733,289,19.00,1,1,1
48501,733,403,14.00,4,4,0
48507,733,373,18.00,2,2,2
48516,733,341,13.00,5,5,0
48517,733,356,3.00,13,13,0
48539,734,289,28.00,1,1,2
48541,734,403,14.00,5,5,0
48547,734,373,21.00,2,2,2
48556,734,341,19.00,3,3,0
48557,734,356,3.00,13,13,0
48582,735,289,36.00,1,1,3
48584,735,403,14.00,5,5,0
48590,735,373,21.00,3,3,2
48599,735,341,19.00,4,4,0
48600,735,356,3.00,15,15,0
48629,736,289,39.00,1,1,3
48631,736,403,14.00,6,6,0
48637,736,373,30.00,2,2,3
48646,736,341,19.00,4,4,0
48647,736,356,6.00,10,10,0
48681,737,289,42.00,1,1,4
48683,737,403,14.00,6,6,0
48689,737,373,30.00,2,2,3
48698,737,341,19.00,4,4,0
48699,737,356,9.00,9,9,0
48744,690,289,4.00,3,3,0
48749,690,373,0.00,8,8,0
48750,690,358,0.00,9,9,0
48753,690,356,0.00,12,12,0
48754,690,341,0.00,13,13,0
48755,690,304,0.00,14,14,0
48760,691,289,4.00,5,5,0
48765,691,373,0.00,12,12,0
48766,691,358,6.00,4,4,0
48769,691,356,3.00,6,6,0
48770,691,341,9.00,3,3,1
48771,691,304,0.00,15,15,0
48779,692,289,4.00,7,7,0
48784,692,373,0.00,17,17,0
48785,692,358,9.00,5,5,0
48788,692,356,12.00,1,1,1
48789,692,341,9.00,4,4,1
48790,692,304,4.00,8,8,0
48802,693,289,8.00,7,7,0
48807,693,373,3.00,10,10,0
48808,693,358,11.00,2,2,0
48811,693,356,21.00,1,1,2
48812,693,341,9.00,6,6,1
48813,693,304,10.00,4,4,0
48828,694,289,14.00,2,2,0
48833,694,373,7.00,8,8,0
48834,694,358,11.00,5,5,0
48837,694,356,30.00,1,1,3
48838,694,341,9.00,7,7,1
48839,694,304,10.00,6,6,0
48854,695,289,17.00,2,2,0
48859,695,373,7.00,8,8,0
48860,695,358,15.00,4,4,0
48863,695,356,39.00,1,1,4
48864,695,341,15.00,3,3,1
48865,695,304,10.00,7,7,0
48881,696,289,17.00,3,3,0
48886,696,373,7.00,10,10,0
48887,696,358,18.00,2,2,0
48890,696,356,39.00,1,1,4
48891,696,341,15.00,4,4,1
48892,696,304,14.00,6,6,0
48908,696,403,0.00,30,30,0
48911,697,289,17.00,4,4,0
48916,697,373,16.00,5,5,1
48917,697,358,22.00,2,2,0
48920,697,356,39.00,1,1,4
48921,697,341,19.00,3,3,1
48922,697,304,14.00,7,7,0
48938,697,403,0.00,32,32,0
48943,698,289,17.00,5,5,0
48948,698,373,16.00,6,6,1
48949,698,358,22.00,3,3,0
48952,698,356,42.00,1,1,4
48953,698,341,28.00,2,2,2
48954,698,304,18.00,4,4,0
48970,698,403,0.00,33,33,0
48976,765,578,4.00,3,3,0
48977,765,579,4.00,4,4,0
48986,766,578,5.00,4,4,0
48987,766,579,4.00,6,6,0
48995,766,356,3.00,7,7,0
48999,766,289,0.00,16,16,0
49018,767,578,7.00,5,5,0
49019,767,579,4.00,8,8,0
49027,767,356,3.00,9,9,0
49031,767,289,0.00,18,18,0
49052,768,578,7.00,6,6,0
49053,768,579,4.00,12,12,0
49061,768,356,3.00,13,13,0
49065,768,289,0.00,31,31,0
49119,769,578,14.00,2,2,0
49120,769,579,4.00,14,14,0
49128,769,356,3.00,17,17,0
49132,769,289,0.00,35,35,0
49188,770,578,23.00,2,2,1
49189,770,579,7.00,8,8,0
49197,770,356,3.00,17,17,0
49201,770,289,0.00,38,38,0
49255,770,403,0.00,23,23,0
49260,771,578,30.00,1,1,1
49261,771,579,7.00,11,11,0
49269,771,356,3.00,17,17,0
49273,771,289,0.00,39,39,0
49327,771,403,0.00,23,23,0
49336,772,578,30.00,1,1,1
49337,772,579,7.00,12,12,0
49345,772,356,3.00,17,17,0
49349,772,289,0.00,44,44,0
49403,772,403,0.00,24,24,0
49419,773,578,36.00,1,1,1
49420,773,579,7.00,13,13,0
49428,773,356,3.00,17,17,0
49432,773,289,0.00,44,44,0
49486,773,403,0.00,24,24,0
49502,774,578,40.00,1,1,1
49503,774,579,7.00,13,13,0
49511,774,356,3.00,18,18,0
49515,774,289,0.00,24,24,0
49569,774,403,5.00,15,15,0
49585,775,578,42.00,1,1,1
49586,775,579,7.00,14,14,0
49594,775,356,3.00,18,18,0
49598,775,289,0.00,25,25,0
49652,775,403,9.00,10,10,0
49677,746,403,0.00,9,9,0
49685,746,356,0.00,17,17,0
49686,746,289,0.00,18,18,0
49699,747,403,4.00,4,4,0
49707,747,356,0.00,25,25,0
49708,747,289,0.00,12,12,0
49718,747,341,0.00,24,24,0
49732,748,403,4.00,6,6,0
49740,748,356,0.00,58,58,0
49741,748,289,0.00,18,18,0
49751,748,341,0.00,57,57,0
49798,749,403,4.00,9,9,0
49806,749,356,8.00,3,3,1
49807,749,289,4.00,8,8,0
49817,749,341,0.00,61,61,0
49859,749,373,0.00,58,58,0
49867,750,403,7.00,6,6,0
49875,750,356,16.00,2,2,2
49876,750,289,4.00,9,9,0
49886,750,341,0.00,65,65,0
49928,750,373,2.00,17,17,0
49940,751,403,7.00,7,7,0
49948,751,356,24.00,1,1,3
49949,751,289,4.00,10,10,0
49959,751,341,0.00,68,68,0
50001,751,373,4.00,13,13,0
50015,752,403,7.00,7,7,0
50023,752,356,32.00,1,1,4
50024,752,289,4.00,13,13,0
50034,752,341,6.00,8,8,0
50076,752,373,4.00,15,15,0
50092,753,403,7.00,9,9,0
50100,753,356,40.00,1,1,5
50101,753,289,4.00,14,14,0
50111,753,341,6.00,11,11,0
50153,753,373,8.00,7,7,0
50170,754,403,15.00,3,3,1
50178,754,356,40.00,1,1,5
50179,754,289,4.00,15,15,0
50189,754,341,6.00,12,12,0
50231,754,373,8.00,10,10,0
50258,755,403,16.00,5,5,1
50266,755,356,43.00,1,1,5
50267,755,289,4.00,15,15,0
50277,755,341,6.00,12,12,0
50319,755,373,8.00,10,10,0
50720,709,289,9.00,1,1,1
50723,709,373,3.00,4,4,0
50728,709,403,0.00,9,9,0
50732,709,356,0.00,13,13,0
50734,709,341,0.00,15,15,0
50743,710,289,12.00,2,2,1
50746,710,373,12.00,1,1,1
50751,710,403,0.00,11,11,0
50755,710,356,0.00,17,17,0
50757,710,341,6.00,5,5,0
50767,711,289,14.00,2,2,1
50770,711,373,21.00,1,1,2
50775,711,403,0.00,14,14,0
50779,711,356,4.00,7,7,0
50781,711,341,6.00,6,6,0
50791,712,289,20.00,2,2,1
50794,712,373,21.00,1,1,2
50799,712,403,0.00,13,13,0
50803,712,356,8.00,6,6,0
50805,712,341,6.00,8,8,0
50815,713,289,26.00,2,2,1
50818,713,373,30.00,1,1,3
50823,713,403,1.00,13,13,0
50827,713,356,11.00,5,5,0
50829,713,341,10.00,7,7,0
50844,714,289,32.00,1,1,1
50847,714,373,30.00,2,2,3
50852,714,403,1.00,15,15,0
50856,714,356,11.00,6,6,0
50858,714,341,19.00,3,3,1
50876,715,289,32.00,1,1,1
50879,715,373,30.00,2,2,3
50884,715,403,1.00,17,17,0
50888,715,356,11.00,6,6,0
50890,715,341,19.00,3,3,1
50908,715,358,0.00,26,26,0
50909,716,289,32.00,1,1,1
50912,716,373,30.00,2,2,3
50917,716,403,1.00,17,17,0
50921,716,356,11.00,7,7,0
50923,716,341,28.00,3,3,2
50941,716,358,0.00,27,27,0
50946,717,289,39.00,1,1,2
50949,717,373,30.00,3,3,3
50954,717,403,1.00,18,18,0
50958,717,356,11.00,7,7,0
50960,717,341,34.00,2,2,2
50978,717,358,0.00,28,28,0
50985,718,289,39.00,2,2,2
50988,718,373,32.00,3,3,3
50993,718,403,1.00,19,19,0
50997,718,356,11.00,8,8,0
50999,718,341,40.00,1,1,2
51017,718,358,0.00,31,31,0
51026,699,373,9.00,1,1,1
51027,699,341,6.00,2,2,0
51028,699,289,4.00,3,3,0
51033,699,356,0.00,8,8,0
51043,699,358,0.00,18,18,0
51057,700,373,9.00,2,2,1
51058,700,341,9.00,3,3,0
51059,700,289,13.00,1,1,1
51064,700,356,0.00,10,10,0
51074,700,358,0.00,23,23,0
51088,700,304,0.00,11,11,0
51093,701,373,18.00,1,1,2
51094,701,341,9.00,4,4,0
51095,701,289,15.00,2,2,1
51100,701,356,3.00,8,8,0
51110,701,358,0.00,17,17,0
51124,701,304,0.00,12,12,0
51132,702,373,27.00,1,1,3
51133,702,341,13.00,4,4,0
51134,702,289,17.00,2,2,1
51139,702,356,3.00,8,8,0
51149,702,358,0.00,17,17,0
51163,702,304,3.00,9,9,0
51172,703,373,36.00,1,1,4
51173,703,341,17.00,4,4,0
51174,703,289,23.00,2,2,1
51179,703,356,3.00,8,8,0
51189,703,358,0.00,18,18,0
51203,703,304,3.00,9,9,0
51216,704,373,45.00,1,1,5
51217,704,341,17.00,4,4,0
51218,704,289,26.00,2,2,1
51223,704,356,3.00,10,10,0
51233,704,358,0.00,19,19,0
51247,704,304,5.00,9,9,0
51260,705,373,54.00,1,1,6
51261,705,341,17.00,4,4,0
51262,705,289,30.00,2,2,1
51267,705,356,5.00,9,9,0
51277,705,358,3.00,11,11,0
51291,705,304,5.00,10,10,0
51306,706,373,54.00,1,1,6
51307,706,341,17.00,4,4,0
51308,706,289,34.00,2,2,1
51313,706,356,5.00,9,9,0
51323,706,358,3.00,11,11,0
51337,706,304,5.00,10,10,0
51356,707,373,54.00,1,1,6
51357,707,341,17.00,5,5,0
51358,707,289,40.00,2,2,2
51363,707,356,9.00,8,8,0
51373,707,358,4.00,11,11,0
51387,707,304,5.00,10,10,0
51409,708,373,54.00,1,1,6
51410,708,341,17.00,5,5,0
51411,708,289,40.00,2,2,2
51416,708,356,9.00,10,10,0
51426,708,358,4.00,13,13,0
51440,708,304,5.00,11,11,0
51463,799,579,8.00,1,1,1
51464,799,642,6.00,2,2,0
51479,800,579,8.00,1,1,1
51480,800,642,6.00,4,4,0
51537,801,579,17.00,1,1,2
51538,801,642,6.00,5,5,0
51601,801,578,1.50,13,13,0
51602,802,579,25.00,1,1,3
51603,802,642,6.00,5,5,0
51665,802,578,1.50,17,17,0
51667,802,647,0.00,65,65,0
51677,803,579,28.14,1,1,3
51678,803,642,6.00,7,7,0
51740,803,578,7.64,5,5,0
51742,803,647,0.00,72,72,0
51767,804,579,36.14,1,1,4
51768,804,642,6.00,7,7,0
51830,804,578,10.64,4,4,0
51832,804,647,0.00,76,76,0
51860,805,579,42.00,1,1,5
51861,805,642,6.00,7,7,0
51923,805,578,10.64,4,4,0
51925,805,647,0.00,77,77,0
51954,806,579,42.00,1,1,6
51955,806,642,6.00,8,8,0
52017,806,578,16.64,4,4,0
52019,806,647,0.00,65,65,0
52049,807,579,42.00,1,1,6
52050,807,642,6.00,8,8,0
52112,807,578,24.64,3,3,1
52114,807,647,1.00,25,25,0
52511,679,341,4.00,3,3,0
52512,679,304,3.00,4,4,0
52514,679,356,1.00,6,6,0
52521,679,358,0.00,13,13,0
52524,679,373,0.00,16,16,0
52525,679,289,0.00,17,17,0
52529,680,341,4.00,5,5,0
52530,680,304,12.00,1,1,1
52532,680,356,1.00,10,10,0
52539,680,358,0.00,20,20,0
52542,680,373,0.00,15,15,0
52543,680,289,6.00,3,3,0
52553,681,341,4.00,8,8,0
52554,681,304,16.00,1,1,1
52556,681,356,7.00,4,4,0
52563,681,358,0.00,23,23,0
52566,681,373,9.00,3,3,1
52567,681,289,6.00,6,6,0
52580,682,341,4.00,10,10,0
52581,682,304,16.00,1,1,1
52583,682,356,7.00,6,6,0
52590,682,358,3.00,11,11,0
52593,682,373,10.00,4,4,1
52594,682,289,6.00,8,8,0
52608,683,341,4.00,10,10,0
52609,683,304,22.00,1,1,1
52611,683,356,16.00,2,2,1
52618,683,358,3.00,12,12,0
52621,683,373,10.00,5,5,1
52622,683,289,6.00,8,8,0
52636,684,341,5.00,10,10,0
52637,684,304,28.00,1,1,1
52639,684,356,19.00,3,3,1
52646,684,358,3.00,12,12,0
52649,684,373,19.00,2,2,2
52650,684,289,6.00,8,8,0
52667,685,341,8.00,8,8,0
52668,685,304,37.00,1,1,2
52670,685,356,25.00,2,2,1
52677,685,358,3.00,12,12,0
52680,685,373,19.00,3,3,2
52681,685,289,6.00,9,9,0
52704,686,341,8.00,9,9,0
52705,686,304,43.00,1,1,2
52707,686,356,34.00,2,2,2
52714,686,358,3.00,14,14,0
52717,686,373,19.00,4,4,2
52718,686,289,9.00,8,8,0
52745,687,341,17.00,5,5,1
52746,687,304,43.00,1,1,2
52748,687,356,40.00,2,2,2
52755,687,358,6.00,12,12,0
52758,687,373,23.00,3,3,2
52759,687,289,9.00,9,9,0
52787,688,341,17.00,5,5,1
52788,688,304,47.00,1,1,2
52790,688,356,42.00,2,2,2
52797,688,358,6.00,13,13,0
52800,688,373,32.00,3,3,3
52801,688,289,15.00,6,6,0
52830,689,341,20.00,4,4,1
52831,689,304,51.00,1,1,2
