constructorStandingsId,raceId,constructorId,points,position,positionText,wins
4777,284,26,0,12,12,0
4775,284,32,12,6,6,0
4774,284,22,60,2,2,0
4772,284,6,14,5,5,0
4771,284,15,7,8,8,0
4770,284,18,7,7,7,0
4768,284,1,56,3,3,3
4767,284,3,129,1,1,9
4792,285,25,0,13,13,0
4791,285,17,0,11,11,0
4790,285,26,0,12,12,0
4788,285,32,12,6,6,0
4787,285,22,62,2,2,0
4785,285,6,20,5,5,0
4784,285,15,10,7,7,0
4783,285,18,7,8,8,0
4781,285,1,60,3,3,3
4780,285,3,139,1,1,10
4805,286,25,0,13,13,0
4804,286,17,0,11,11,0
4803,286,26,0,12,12,0
4801,286,32,12,6,6,0
4800,286,22,72,2,2,1
4798,286,6,23,4,4,0
4797,286,15,12,7,7,0
4796,286,18,7,8,8,0
4794,286,1,60,3,3,3
4793,286,3,149,1,1,10
4818,287,25,0,13,13,0
4817,287,17,3,11,11,0
4816,287,26,0,12,12,0
4814,287,32,12,6,6,0
4813,287,22,72,3,3,1
4811,287,6,23,4,4,0
4810,287,15,12,7,7,0
4809,287,18,7,8,8,0
4807,287,1,74,2,2,4
4806,287,3,158,1,1,10
4831,288,25,0,13,13,0
4830,288,17,3,11,11,0
4829,288,26,0,12,12,0
4827,288,32,12,6,6,0
4826,288,22,72,3,3,1
4824,288,6,28,4,4,0
4823,288,15,12,7,7,0
4822,288,18,7,8,8,0
4820,288,1,84,2,2,5
4819,288,3,168,1,1,10
3255,289,34,0,9,9,0
3253,289,17,0,7,7,0
3250,289,32,1,4,4,0
3249,289,22,3,3,3,0
3248,289,1,6,2,2,0
3247,289,3,16,1,1,1
3256,290,3,32,1,1,2
3257,290,1,9,2,2,0
3258,290,22,7,3,3,0
3259,290,32,2,5,5,0
3262,290,17,0,10,10,0
3264,290,34,0,11,11,0
3265,290,25,2,4,4,0
3267,291,3,48,1,1,3
3268,291,1,9,3,3,0
3269,291,22,11,2,2,0
3270,291,32,2,6,6,0
3273,291,17,0,12,12,0
3275,291,34,0,13,13,0
3276,291,25,2,5,5,0
3278,291,6,5,4,4,0
3279,291,18,0,9,9,0
3322,293,3,74,1,1,5
3321,292,37,0,11,11,0
3320,292,18,0,10,10,0
3319,292,6,9,4,4,0
3317,292,25,2,6,6,0
3310,292,22,17,2,2,0
3311,292,32,2,7,7,0
3314,292,17,0,13,13,0
3316,292,34,0,14,14,0
3309,292,1,12,3,3,0
3308,292,3,58,1,1,4
3323,293,1,16,3,3,0
3324,293,22,20,2,2,0
3325,293,32,2,7,7,0
3328,293,17,0,10,10,0
3330,293,34,0,14,14,0
3331,293,25,2,6,6,0
3333,293,6,9,4,4,0
3334,293,18,0,11,11,0
3335,293,37,0,12,12,0
3336,294,3,84,1,1,5
3337,294,1,26,2,2,1
3338,294,22,25,3,3,0
3339,294,32,2,7,7,0
3342,294,17,0,12,12,0
3344,294,34,0,14,14,0
3345,294,25,2,6,6,0
3347,294,6,9,4,4,0
3348,294,18,0,10,10,0
3349,294,37,0,13,13,0
3350,295,3,84,1,1,5
3351,295,1,36,2,2,2
3352,295,22,31,3,3,0
3353,295,32,2,8,8,0
3356,295,17,0,13,13,0
3358,295,34,0,14,14,0
3359,295,25,4,6,6,0
3361,295,6,13,4,4,0
3362,295,18,0,12,12,0
3363,295,37,3,7,7,0
3364,296,3,100,1,1,6
3365,296,1,36,2,2,2
3366,296,22,35,3,3,0
3367,296,32,6,5,5,0
3370,296,17,0,13,13,0
3372,296,34,0,14,14,0
3373,296,25,4,7,7,0
3375,296,6,13,4,4,0
3376,296,18,0,12,12,0
3377,296,37,3,8,8,0
3378,297,3,116,1,1,7
3379,297,1,38,3,3,2
3380,297,22,42,2,2,0
3381,297,32,7,5,5,0
3384,297,17,0,13,13,0
3386,297,34,0,14,14,0
3387,297,25,4,7,7,0
3389,297,6,13,4,4,0
3390,297,18,0,12,12,0
3391,297,37,3,8,8,0
3393,298,3,126,1,1,8
3394,298,1,44,3,3,2
3395,298,22,49,2,2,0
3396,298,32,7,5,5,0
3399,298,17,0,13,13,0
3401,298,34,0,14,14,0
3402,298,25,4,7,7,0
3404,298,6,15,4,4,0
3405,298,18,0,12,12,0
3406,298,37,3,9,9,0
3408,299,3,132,1,1,8
3409,299,1,58,2,2,3
3410,299,22,51,3,3,0
3411,299,32,10,5,5,0
3414,299,17,0,13,13,0
3416,299,34,0,14,14,0
3417,299,25,4,7,7,0
3419,299,6,16,4,4,0
3420,299,18,0,12,12,0
3421,299,37,3,9,9,0
3423,300,3,142,1,1,8
3424,300,1,60,3,3,3
3425,300,22,64,2,2,1
3426,300,32,11,5,5,0
3429,300,17,0,13,13,0
3431,300,34,0,15,15,0
3432,300,25,4,7,7,0
3434,300,6,16,4,4,0
3435,300,18,0,12,12,0
3436,300,37,3,9,9,0
3438,301,3,144,1,1,8
3439,301,1,73,3,3,4
3440,301,22,74,2,2,1
3441,301,32,11,5,5,0
3444,301,17,0,13,13,0
3446,301,34,0,15,15,0
3447,301,25,5,7,7,0
3449,301,6,16,4,4,0
3450,301,18,0,12,12,0
3451,301,37,3,9,9,0
3453,302,3,154,1,1,9
3454,302,1,83,2,2,4
3455,302,22,77,3,3,1
3456,302,32,13,5,5,0
3459,302,17,0,13,13,0
3461,302,34,0,15,15,0
3462,302,25,5,7,7,0
3464,302,6,16,4,4,0
3465,302,18,0,12,12,0
3466,302,37,3,9,9,0
3468,303,3,164,1,1,10
3469,303,1,89,2,2,4
3470,303,22,81,3,3,1
3471,303,32,13,5,5,0
3474,303,17,0,13,13,0
3476,303,34,0,15,15,0
3477,303,25,8,6,6,0
3479,303,6,18,4,4,0
3480,303,18,1,11,11,0
3481,303,37,3,9,9,0
3483,304,3,164,1,1,10
3484,304,1,99,2,2,5
3485,304,22,91,3,3,1
3486,304,32,13,5,5,0
3489,304,17,1,11,11,0
3491,304,34,0,15,15,0
3492,304,25,8,6,6,0
3494,304,6,21,4,4,0
3495,304,18,1,12,12,0
3496,304,37,3,9,9,0
8241,305,3,0,12,12,0
8240,305,32,0,11,11,0
8239,305,34,0,10,10,0
8238,305,17,0,9,9,0
8259,306,3,6,3,3,0
8258,306,32,0,10,10,0
8257,306,34,0,13,13,0
8256,306,17,0,11,11,0
8255,306,18,0,8,8,0
8284,307,26,0,17,17,0
8277,307,3,6,3,3,0
8276,307,32,3,8,8,0
8275,307,34,0,12,12,0
8274,307,17,0,14,14,0
8273,307,18,3,7,7,0
8303,308,26,0,15,15,0
8296,308,3,12,3,3,0
8295,308,32,3,8,8,0
8294,308,34,0,13,13,0
8293,308,17,0,12,12,0
8292,308,18,3,7,7,0
8288,308,25,5,6,6,0
8322,309,26,0,15,15,0
8315,309,3,17,3,3,0
8314,309,32,3,9,9,0
8313,309,34,0,13,13,0
8312,309,17,5,7,7,0
8311,309,18,3,8,8,0
8307,309,25,11,5,5,0
8341,310,26,1,10,10,0
8334,310,3,33,2,2,1
8333,310,32,3,9,9,0
8332,310,34,0,14,14,0
8331,310,17,8,6,6,0
8330,310,18,3,8,8,0
8326,310,25,11,5,5,0
8360,311,26,1,10,10,0
8353,311,3,45,2,2,2
8352,311,32,3,9,9,0
8351,311,34,0,15,15,0
8350,311,17,9,6,6,0
8349,311,18,3,8,8,0
8345,311,25,11,5,5,0
8379,312,26,1,10,10,0
8372,312,3,55,2,2,3
8371,312,32,3,9,9,0
8370,312,34,0,15,15,0
8369,312,17,10,6,6,0
8368,312,18,3,8,8,0
8364,312,25,11,5,5,0
8398,313,26,1,10,10,0
8391,313,3,71,1,1,4
8390,313,32,3,9,9,0
8389,313,34,0,15,15,0
8388,313,17,13,5,5,0
8387,313,18,3,8,8,0
8383,313,25,11,6,6,0
8417,314,26,1,11,11,0
8410,314,3,81,2,2,4
8409,314,32,3,9,9,0
8408,314,34,0,15,15,0
8407,314,17,13,5,5,0
8406,314,18,3,8,8,0
8402,314,25,11,6,6,0
8429,315,3,83,2,2,4
8428,315,32,3,9,9,0
8427,315,34,1,11,11,0
8426,315,17,13,5,5,0
8425,315,18,3,8,8,0
8421,315,25,11,6,6,0
8420,315,22,30,4,4,1
8448,316,3,93,2,2,5
8447,316,32,3,9,9,0
8446,316,34,1,11,11,0
8445,316,17,13,5,5,0
8444,316,18,3,8,8,0
8440,316,25,11,6,6,0
8439,316,22,33,4,4,1
8474,317,26,1,12,12,0
8467,317,3,103,2,2,6
8466,317,32,3,9,9,0
8465,317,34,1,11,11,0
8464,317,17,13,5,5,0
8463,317,18,6,7,7,0
8459,317,25,11,6,6,0
8458,317,22,36,4,4,1
8457,317,6,43,3,3,0
8493,318,26,1,12,12,0
8486,318,3,117,1,1,7
8485,318,32,3,9,9,0
8484,318,34,1,11,11,0
8483,318,17,13,5,5,0
8482,318,18,6,7,7,0
8478,318,25,11,6,6,0
8477,318,22,37,4,4,1
8476,318,6,52,3,3,0
8512,319,26,1,12,12,0
8505,319,3,121,2,2,7
8504,319,32,3,9,9,0
8503,319,34,3,10,10,0
8502,319,17,13,5,5,0
8501,319,18,6,7,7,0
8497,319,25,12,6,6,0
8496,319,22,37,4,4,1
8495,319,6,55,3,3,0
8531,320,26,1,12,12,0
8524,320,3,125,2,2,7
8523,320,32,3,9,9,0
8522,320,34,3,10,10,0
8521,320,17,13,5,5,0
8520,320,18,6,7,7,0
8516,320,25,12,6,6,0
8515,320,22,38.5,4,4,1
8514,320,6,55.5,3,3,0
7631,321,21,0,8,8,0
7629,321,18,0,6,6,0
7628,321,34,2,5,5,0
7627,321,22,3,4,4,0
7626,321,3,4,3,3,0
7625,321,25,7,2,2,0
7624,321,1,9,1,1,1
7653,322,6,12,2,2,1
7650,322,21,0,9,9,0
7648,322,18,0,7,7,0
7647,322,34,2,6,6,0
7646,322,22,4,5,5,0
7645,322,3,6,4,4,0
7644,322,25,7,3,3,0
7643,322,1,19,1,1,1
7675,323,32,0,7,7,0
7672,323,6,15,3,3,1
7669,323,21,0,11,11,0
7667,323,18,0,8,8,0
7666,323,34,2,6,6,0
7665,323,22,10,4,4,0
7664,323,3,15,2,2,1
7663,323,25,8,5,5,0
7662,323,1,25,1,1,1
7694,324,32,0,9,9,0
7691,324,6,15,3,3,1
7688,324,21,2,6,6,0
7686,324,18,0,10,10,0
7685,324,34,2,7,7,0
7684,324,22,10,5,5,0
7683,324,3,18,2,2,1
7682,324,25,14,4,4,0
7681,324,1,38,1,1,2
7713,325,32,1,8,8,0
7710,325,6,21,2,2,1
7707,325,21,2,7,7,0
7705,325,18,0,10,10,0
7704,325,34,2,6,6,0
7703,325,22,16,4,4,0
7702,325,3,18,3,3,1
7701,325,25,14,5,5,0
7700,325,1,50,1,1,3
7732,326,32,1,8,8,0
7729,326,6,36,2,2,2
7726,326,21,2,7,7,0
7724,326,18,0,10,10,0
7723,326,34,2,6,6,0
7722,326,22,20,4,4,0
7721,326,3,20,3,3,1
7720,326,25,14,5,5,0
7719,326,1,54,1,1,3
7751,327,32,1,10,10,0
7748,327,6,45,2,2,3
7745,327,21,2,8,8,0
7743,327,18,0,11,11,0
7742,327,34,2,7,7,0
7741,327,22,23,3,3,0
7740,327,3,21,4,4,1
7739,327,25,14,5,5,0
7738,327,1,60,1,1,3
7770,328,32,1,10,10,0
7767,328,6,54,2,2,4
7764,328,21,2,8,8,0
7762,328,18,0,11,11,0
7761,328,34,2,9,9,0
7760,328,22,25,4,4,0
7759,328,3,27,3,3,1
7758,328,25,14,5,5,0
7757,328,1,64,1,1,3
7789,329,32,1,10,10,0
7786,329,6,57,2,2,4
7783,329,21,2,8,8,0
7781,329,18,0,11,11,0
7780,329,34,2,9,9,0
7779,329,22,31,3,3,0
7778,329,3,30,4,4,1
7777,329,25,14,5,5,0
7776,329,1,77,1,1,4
7808,330,32,3,8,8,0
7805,330,6,57,2,2,4
7802,330,21,2,9,9,0
7800,330,18,0,11,11,0
7799,330,34,2,10,10,0
7798,330,22,35,4,4,0
7797,330,3,42,3,3,2
7796,330,25,14,5,5,0
7795,330,1,83,1,1,4
7827,331,32,3,8,8,0
7824,331,6,63,2,2,4
7821,331,21,2,9,9,0
7819,331,18,0,11,11,0
7818,331,34,2,10,10,0
7817,331,22,40,4,4,0
7816,331,3,42,3,3,2
7815,331,25,14,5,5,0
7814,331,1,96,1,1,5
7846,332,32,3,8,8,0
7843,332,6,72,2,2,4
7840,332,21,2,9,9,0
7838,332,18,0,11,11,0
7837,332,34,2,10,10,0
7836,332,22,40,4,4,0
7835,332,3,44,3,3,2
7834,332,25,15,5,5,0
7833,332,1,109,1,1,6
7865,333,32,3,8,8,0
7862,333,6,85,2,2,5
7859,333,21,2,9,9,0
7857,333,18,0,11,11,0
7856,333,34,2,10,10,0
7855,333,22,43,4,4,0
7854,333,3,44,3,3,2
7853,333,25,15,5,5,0
7852,333,1,118,1,1,6
7884,334,32,3,8,8,0
7881,334,6,100,2,2,6
7878,334,21,2,9,9,0
7876,334,18,0,12,12,0
7875,334,34,2,10,10,0
7874,334,22,47,4,4,0
7873,334,3,49,3,3,2
7872,334,25,15,5,5,0
7871,334,1,118,1,1,6
7903,335,32,3,8,8,0
7900,335,6,100,2,2,6
7897,335,21,2,9,9,0
7895,335,18,0,12,12,0
7894,335,34,2,10,10,0
7893,335,22,62,3,3,1
7892,335,3,54,4,4,2
7891,335,25,16,5,5,0
7890,335,1,118,1,1,6
7922,336,32,3,8,8,0
7919,336,6,110,2,2,6
7916,336,21,2,9,9,0
7914,336,18,0,12,12,0
7913,336,34,2,10,10,0
7912,336,22,71,3,3,2
7911,336,3,57,4,4,2
7910,336,25,16,5,5,0
7909,336,1,121,1,1,6
4046,1,6,0,9,9,0
4044,1,2,0,7,7,0
4045,1,9,0,8,8,0
4042,1,5,3,5,5,0
4041,1,3,3,4,4,0
4040,1,4,4,3,3,0
4038,1,23,18,1,1,1
8541,2,6,0,10,10,0
8540,2,9,1.5,7,7,0
8539,2,2,4,3,3,0
8537,2,5,3,6,6,0
8536,2,3,3.5,5,5,0
8535,2,4,4,4,4,0
8533,2,1,1,8,8,0
8532,2,23,25,1,1,2
25734,36,1,14,11,E,0
25745,37,1,32,11,E,1
25744,37,6,23,1,1,1
25766,39,6,49,1,1,3
25777,40,6,56,1,1,3
25788,41,6,60,1,1,3
25799,42,6,71,1,1,3
25810,43,6,89,1,1,4
25821,44,6,103,1,1,5
25832,45,6,111,1,1,5
25843,46,6,119,1,1,5
25854,47,6,137,1,1,6
25865,48,6,143,1,1,6
25876,49,6,161,1,1,7
25887,50,6,170,1,1,7
25898,51,6,186,1,1,8
25909,52,6,204,1,1,9
7634,321,6,0,11,11,0
7637,321,32,0,14,14,0
7656,322,32,0,14,14,0
8237,305,18,0,8,8,0
8233,305,25,5,3,3,0
8232,305,22,4,4,4,0
8231,305,6,6,2,2,0
8230,305,1,10,1,1,1
8251,306,25,5,5,5,0
8250,306,22,6,4,4,0
8249,306,6,10,2,2,0
8248,306,1,24,1,1,2
8269,307,25,5,5,5,0
8268,307,22,6,4,4,0
8267,307,6,10,2,2,0
8266,307,1,40,1,1,3
8287,308,22,9,4,4,0
8286,308,6,16,2,2,0
8285,308,1,50,1,1,4
8306,309,22,19,2,2,1
8305,309,6,16,4,4,0
8304,309,1,50,1,1,4
8325,310,22,21,3,3,1
8323,310,1,54,1,1,4
8324,310,6,16,4,4,0
8344,311,22,21,4,4,1
8342,311,1,58,1,1,4
8343,311,6,25,3,3,0
8363,312,22,23,4,4,1
8361,312,1,67,1,1,4
8362,312,6,29,3,3,0
8382,313,22,23,4,4,1
8380,313,1,70,2,2,4
8381,313,6,33,3,3,0
8401,314,22,23,4,4,1
8399,314,1,83,1,1,5
8400,314,6,35,3,3,0
8419,315,6,35,3,3,0
8418,315,1,99,1,1,6
8438,316,6,39,3,3,0
8437,316,1,108,1,1,6
8456,317,1,114,1,1,6
8475,318,1,116,2,2,6
8494,319,1,132,1,1,7
8513,320,1,139,1,1,8
8436,315,26,1,12,12,0
8455,316,26,1,12,12,0
8570,3,9,19.5,2,2,1
8567,3,5,4,7,7,0
8571,3,6,0,9,9,0
8569,3,2,4,5,5,0
8566,3,3,3.5,8,8,0
8565,3,4,4,6,6,0
8563,3,1,8,4,4,0
8562,3,23,36,1,1,2
8590,4,9,27.5,2,2,1
8589,4,2,4,6,6,0
8587,4,5,4,7,7,0
8585,4,4,5,5,5,0
8583,4,1,13,4,4,0
8591,4,6,3,9,9,0
8586,4,3,3.5,8,8,0
8582,4,23,50,1,1,3
8592,5,23,68,1,1,4
8593,5,1,13,4,4,0
8595,5,4,9,5,5,0
8596,5,3,4.5,8,8,0
8597,5,5,4,9,9,0
8599,5,2,6,6,6,0
8600,5,9,38.5,2,2,1
8601,5,6,6,7,7,0
8679,6,2,6,8,8,0
8681,6,6,17,4,4,0
8680,6,9,42.5,2,2,1
8677,6,5,5,9,9,0
8676,6,3,7.5,7,7,0
8675,6,4,11,6,6,0
8673,6,1,13,5,5,0
8672,6,23,86,1,1,5
8651,7,6,20,4,4,0
8649,7,2,8,8,8,0
8647,7,5,5,9,9,0
8645,7,4,11,7,7,0
8643,7,1,13,5,5,0
8642,7,23,96,1,1,6
8650,7,9,56.5,2,2,1
8646,7,3,11.5,6,6,0
8671,8,6,26,4,4,0
8669,8,2,8,8,8,0
8667,8,5,5,9,9,0
8665,8,4,11,7,7,0
8663,8,1,13,6,6,0
8662,8,23,105,1,1,6
8670,8,9,74.5,2,2,2
8666,8,3,15.5,5,5,0
8682,9,23,112,1,1,6
8683,9,1,14,6,6,0
8685,9,4,13,7,7,0
8686,9,3,20.5,5,5,0
8687,9,5,5,9,9,0
8689,9,2,8,8,8,0
8690,9,9,92.5,2,2,3
8691,9,6,32,4,4,0
8692,10,23,114,1,1,6
8693,10,1,28,5,5,1
8695,10,4,13,7,7,0
8696,10,3,25.5,6,6,0
8697,10,5,5,9,9,0
8699,10,2,8,8,8,0
8700,10,9,98.5,2,2,3
8701,10,6,40,3,3,0
8702,11,23,126,1,1,7
8703,11,1,41,4,4,1
8705,11,4,16,7,7,0
8706,11,3,29.5,6,6,0
8707,11,5,5,9,9,0
8709,11,2,9,8,8,0
8710,11,9,98.5,2,2,3
8711,11,6,46,3,3,0
8712,12,23,128,1,1,7
8713,12,1,44,4,4,1
8715,12,4,16,8,8,0
8716,12,3,30.5,6,6,0
8717,12,5,5,10,10,0
8719,12,2,18,7,7,0
8720,12,9,104.5,2,2,3
8721,12,6,56,3,3,1
8722,13,23,146,1,1,8
8723,13,1,47,4,4,1
8725,13,4,20,8,8,0
8726,13,3,30.5,6,6,0
8727,13,5,5,10,10,0
8729,13,2,20,7,7,0
8730,13,9,105.5,2,2,3
8731,13,6,62,3,3,1
8732,14,23,153,1,1,8
8733,14,1,59,4,4,2
8735,14,4,26,7,7,0
8736,14,3,30.5,6,6,0
8737,14,5,5,10,10,0
8739,14,2,21,8,8,0
8740,14,9,110.5,2,2,3
8741,14,6,62,3,3,1
8761,15,6,67,3,3,1
8760,15,9,120.5,2,2,4
8757,15,5,5,10,10,0
8756,15,3,34.5,6,6,0
8753,15,1,65,4,4,2
8752,15,23,156,1,1,8
8759,15,2,24,8,8,0
8755,15,4,26,7,7,0
8762,16,23,161,1,1,8
8763,16,1,71,3,3,2
8765,16,4,26,8,8,0
8766,16,3,34.5,6,6,0
8767,16,5,7,10,10,0
8769,16,2,32,7,7,0
8770,16,9,135.5,2,2,5
8771,16,6,70,4,4,1
8772,356,6,9,1,1,1
8773,356,1,6,2,2,0
8774,356,37,4,3,3,0
8775,356,22,4,4,4,0
8776,356,21,2,5,5,0
8777,356,25,0,6,6,0
8778,356,32,0,7,7,0
8783,356,3,0,12,12,0
8785,356,34,0,14,14,0
8787,356,18,0,15,15,0
8792,357,6,9,2,2,1
8793,357,1,21,1,1,1
8794,357,37,4,4,4,0
8795,357,22,8,3,3,0
8796,357,21,4,5,5,0
8797,357,25,1,7,7,0
8798,357,32,0,9,9,0
8803,357,3,3,6,6,0
8805,357,34,0,15,15,0
8807,357,18,0,16,16,0
8812,358,6,9,2,2,1
8813,358,1,36,1,1,2
8814,358,37,4,5,5,0
8815,358,22,8,3,3,0
8816,358,21,4,6,6,0
8817,358,25,3,9,9,0
8818,358,32,0,10,10,0
8823,358,3,3,8,8,0
8825,358,34,5,4,4,0
8827,358,18,0,16,16,0
8832,359,6,9,3,3,1
8833,359,1,47,1,1,3
8834,359,37,4,7,7,0
8835,359,22,11,2,2,0
8836,359,21,4,8,8,0
8837,359,25,7,5,5,0
8838,359,32,0,12,12,0
8843,359,3,9,4,4,0
8845,359,34,5,6,6,0
8847,359,18,0,16,16,0
8852,360,6,9,4,4,1
8853,360,1,56,1,1,4
8854,360,37,4,8,8,0
8855,360,22,13,3,3,0
8856,360,21,8,5,5,0
8857,360,25,7,6,6,0
8858,360,32,0,13,13,0
8863,360,3,16,2,2,0
8865,360,34,5,7,7,0
8867,360,18,0,17,17,0
8872,361,6,9,4,4,1
8873,361,1,56,1,1,4
8874,361,37,4,9,9,0
8875,361,22,13,3,3,0
8876,361,21,8,6,6,0
8877,361,25,7,7,7,0
8878,361,32,3,10,10,0
8883,361,3,31,2,2,1
8885,361,34,5,8,8,0
8887,361,18,0,18,18,0
8892,362,6,15,3,3,1
8893,362,1,65,1,1,5
8894,362,37,4,9,9,0
8895,362,22,13,4,4,0
8896,362,21,8,7,7,0
8897,362,25,10,5,5,0
8898,362,32,3,10,10,0
8903,362,3,35,2,2,1
8905,362,34,5,8,8,0
8907,362,18,0,18,18,0
8912,363,6,21,3,3,1
8913,363,1,74,1,1,6
8914,363,37,4,10,10,0
8915,363,22,17,4,4,0
8916,363,21,8,7,7,0
8917,363,25,10,5,5,0
8918,363,32,6,8,8,0
8923,363,3,35,2,2,1
8925,363,34,5,9,9,0
8927,363,18,3,13,13,0
8932,364,6,25,3,3,1
8933,364,1,89,1,1,7
8934,364,37,4,10,10,0
8935,364,22,17,4,4,0
8936,364,21,9,6,6,0
8937,364,25,10,5,5,0
8938,364,32,8,8,8,0
8943,364,3,38,2,2,1
8945,364,34,5,9,9,0
8947,364,18,3,13,13,0
8952,365,6,34,3,3,2
8953,365,1,98,1,1,7
8954,365,37,4,10,10,0
8955,365,22,17,4,4,0
8956,365,21,11,5,5,0
8957,365,25,10,6,6,0
8958,365,32,9,7,7,0
8963,365,3,42,2,2,1
8965,365,34,5,9,9,0
8967,365,18,3,13,13,0
8972,366,6,38,3,3,2
8973,366,1,113,1,1,8
8974,366,37,4,10,10,0
8975,366,22,19,4,4,0
8976,366,21,12,5,5,0
8977,366,25,10,6,6,0
8978,366,32,9,7,7,0
8983,366,3,45,2,2,1
8985,366,34,5,9,9,0
8987,366,18,3,13,13,0
8992,367,6,44,3,3,2
8993,367,1,122,1,1,9
8994,367,37,4,10,10,0
8995,367,22,19,4,4,0
8996,367,21,12,6,6,0
8997,367,25,12,5,5,0
8998,367,32,9,7,7,0
9003,367,3,52,2,2,1
9005,367,34,6,9,9,0
9007,367,18,3,13,13,0
9012,368,6,53,2,2,3
9013,368,1,128,1,1,9
9014,368,37,4,12,12,0
9015,368,22,22,4,4,0
9016,368,21,12,6,6,0
9017,368,25,13,5,5,0
9018,368,32,9,7,7,0
9023,368,3,52,3,3,1
9025,368,34,6,10,10,0
9027,368,18,5,11,11,0
9032,369,6,59,2,2,3
9033,369,1,141,1,1,10
9034,369,37,4,12,12,0
9035,369,22,22,4,4,0
9036,369,21,12,6,6,0
9037,369,25,16,5,5,0
9038,369,32,9,7,7,0
9043,369,3,54,3,3,1
9045,369,34,6,10,10,0
9047,369,18,5,11,11,0
9133,371,1,141,1,1,10
9132,371,6,59,3,3,3
9117,370,25,16,5,5,0
9118,370,32,12,7,7,0
9123,370,3,64,2,2,1
9125,370,34,8,9,9,0
9127,370,18,5,11,11,0
9116,370,21,13,6,6,0
9115,370,22,31,4,4,1
9114,370,37,4,12,12,0
9112,370,6,59,3,3,3
9113,370,1,141,1,1,10
9134,371,37,4,12,12,0
9135,371,22,39,4,4,1
9136,371,21,13,7,7,0
9137,371,25,16,5,5,0
9138,371,32,15,6,6,0
9143,371,3,77,2,2,2
9145,371,34,8,9,9,0
9147,371,18,6,11,11,0
9152,372,1,9,1,1,1
9153,372,6,8,2,2,0
9154,372,32,5,3,3,0
9155,372,21,3,4,4,0
9156,372,22,0,5,5,0
9159,372,25,0,8,8,0
9160,372,18,0,9,9,0
9165,372,3,0,14,14,0
9166,372,37,0,15,15,0
9170,373,1,24,1,1,2
9171,373,6,10,2,2,0
9172,373,32,9,3,3,0
9173,373,21,3,5,5,0
9174,373,22,4,4,4,0
9177,373,25,0,11,11,0
9178,373,18,0,8,8,0
9183,373,3,0,10,10,0
9184,373,37,0,12,12,0
9188,374,1,33,1,1,3
9189,374,6,20,2,2,0
9190,374,32,9,3,3,0
9191,374,21,6,4,4,0
9192,374,22,4,5,5,0
9195,374,25,2,6,6,0
9196,374,18,0,13,13,0
9201,374,3,1,7,7,0
9202,374,37,0,11,11,0
9206,375,1,48,1,1,4
9207,375,6,27,2,2,0
9208,375,32,9,3,3,0
9209,375,21,9,4,4,0
9210,375,22,4,5,5,0
9213,375,25,2,6,6,0
9214,375,18,0,13,13,0
9219,375,3,1,7,7,0
9220,375,37,0,12,12,0
9224,376,1,63,1,1,5
9225,376,6,27,2,2,0
9226,376,32,12,3,3,0
9227,376,21,9,4,4,0
9228,376,22,8,5,5,0
9231,376,25,3,6,6,0
9232,376,18,0,15,15,0
9237,376,3,1,8,8,0
9238,376,37,2,7,7,0
9242,377,1,78,1,1,6
9243,377,6,27,2,2,0
9244,377,32,12,4,4,0
9245,377,21,9,5,5,0
9246,377,22,12,3,3,0
9249,377,25,5,6,6,0
9250,377,18,1,9,9,0
9255,377,3,1,10,10,0
9256,377,37,2,8,8,0
9260,378,1,93,1,1,7
9261,378,6,34,2,2,0
9262,378,32,14,3,3,0
9263,378,21,9,5,5,0
9264,378,22,13,4,4,0
9267,378,25,5,6,6,0
9268,378,18,1,9,9,0
9273,378,3,1,10,10,0
9274,378,37,2,8,8,0
9278,379,1,102,1,1,8
9279,379,6,34,2,2,0
9280,379,32,16,4,4,0
9281,379,21,10,5,5,0
9282,379,22,17,3,3,0
9285,379,25,5,8,8,0
9286,379,18,1,10,10,0
9291,379,3,7,6,6,0
9292,379,37,5,7,7,0
9296,380,1,117,1,1,9
9297,380,6,41,2,2,0
9298,380,32,16,4,4,0
9299,380,21,10,5,5,0
9300,380,22,18,3,3,0
9303,380,25,5,8,8,0
9304,380,18,1,10,10,0
9309,380,3,7,6,6,0
9310,380,37,7,7,7,0
9314,381,1,132,1,1,10
9315,381,6,44,2,2,0
9316,381,32,16,4,4,0
9317,381,21,10,5,5,0
9318,381,22,22,3,3,0
9321,381,25,5,8,8,0
9322,381,18,1,10,10,0
9327,381,3,8,7,7,0
9328,381,37,9,6,6,0
9332,382,1,147,1,1,11
9333,382,6,44,2,2,0
9334,382,32,19,4,4,0
9335,382,21,13,6,6,0
9336,382,22,22,3,3,0
9339,382,25,5,8,8,0
9340,382,18,1,10,10,0
9345,382,3,8,7,7,0
9346,382,37,13,5,5,0
9350,383,1,147,1,1,11
9351,383,6,59,2,2,1
9352,383,32,19,5,5,0
9353,383,21,20,4,4,0
9354,383,22,23,3,3,0
9357,383,25,5,8,8,0
9358,383,18,1,10,10,0
9363,383,3,8,7,7,0
9364,383,37,15,6,6,0
9368,384,1,157,1,1,12
9369,384,6,61,2,2,1
9370,384,32,19,6,6,0
9371,384,21,23,4,4,0
9372,384,22,27,3,3,0
9375,384,25,5,8,8,0
9376,384,18,1,10,10,0
9381,384,3,8,7,7,0
9382,384,37,21,5,5,0
9386,385,1,169,1,1,13
9387,385,6,62,2,2,1
9388,385,32,19,6,6,0
9389,385,21,23,4,4,0
